all_scores,all_labels,all_trails
[-0.0253503],0,enroll/id00800-enroll.wav test/id00809-singing-02-004.wav
[-0.01365552],0,enroll/id00800-enroll.wav test/id00809-singing-02-005.wav
[-0.13240007],0,enroll/id00800-enroll.wav test/id00809-singing-02-006.wav
[-0.04279293],0,enroll/id00800-enroll.wav test/id00809-singing-03-001.wav
[0.00469952],0,enroll/id00800-enroll.wav test/id00809-singing-03-002.wav
[-0.08109313],0,enroll/id00800-enroll.wav test/id00809-singing-03-003.wav
[-0.10069934],0,enroll/id00800-enroll.wav test/id00809-singing-03-004.wav
[-0.04993121],0,enroll/id00800-enroll.wav test/id00809-singing-03-005.wav
[-0.04961301],0,enroll/id00800-enroll.wav test/id00809-singing-03-006.wav
[0.07577331],0,enroll/id00800-enroll.wav test/id00809-singing-03-007.wav
[0.164887],0,enroll/id00800-enroll.wav test/id00809-singing-03-008.wav
[-0.08588001],0,enroll/id00800-enroll.wav test/id00809-singing-03-009.wav
[-0.07227576],0,enroll/id00800-enroll.wav test/id00809-singing-03-010.wav
[-0.02239926],0,enroll/id00800-enroll.wav test/id00809-singing-03-011.wav
[-0.06319366],0,enroll/id00800-enroll.wav test/id00809-singing-03-012.wav
[0.04469515],0,enroll/id00800-enroll.wav test/id00810-entertainment-01-001.wav
[-0.03378968],0,enroll/id00800-enroll.wav test/id00810-entertainment-01-002.wav
[-0.23354249],0,enroll/id00800-enroll.wav test/id00810-entertainment-01-003.wav
[-0.03925261],0,enroll/id00800-enroll.wav test/id00810-entertainment-02-001.wav
[-0.01417424],0,enroll/id00800-enroll.wav test/id00810-entertainment-02-002.wav
[0.0170327],0,enroll/id00800-enroll.wav test/id00810-entertainment-02-003.wav
[-0.02841519],0,enroll/id00800-enroll.wav test/id00810-entertainment-02-004.wav
[-0.02104756],0,enroll/id00800-enroll.wav test/id00810-entertainment-02-005.wav
[0.00955724],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-001.wav
[-0.06035087],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-002.wav
[-0.06262026],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-003.wav
[0.1919864],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-004.wav
[0.12775776],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-005.wav
[0.09130093],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-006.wav
[0.0008961],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-007.wav
[-0.02141552],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-008.wav
[-0.03754168],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-009.wav
[-0.04426792],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-010.wav
[0.17871633],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-011.wav
[-0.073074],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-012.wav
[-0.07069719],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-013.wav
[-0.08449976],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-014.wav
[-0.00395894],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-015.wav
[0.03339949],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-016.wav
[0.15167989],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-017.wav
[-0.08386279],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-018.wav
[-0.1181445],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-019.wav
[-0.05857582],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-020.wav
[-0.03572848],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-021.wav
[-0.0612],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-022.wav
[-0.04339764],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-023.wav
[-0.04755785],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-024.wav
[0.09746124],0,enroll/id00800-enroll.wav test/id00810-entertainment-03-026.wav
[-0.13005322],0,enroll/id00800-enroll.wav test/id00810-entertainment-04-001.wav
[-0.01474345],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-001.wav
[-0.07091013],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-002.wav
[0.01827487],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-003.wav
[-0.06120586],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-004.wav
[-0.02269694],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-005.wav
[-0.08459627],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-006.wav
[-0.02641298],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-007.wav
[-0.02142436],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-008.wav
[-0.05290282],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-009.wav
[0.0595425],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-010.wav
[0.04393234],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-011.wav
[0.05615862],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-012.wav
[-0.07254554],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-014.wav
[0.01970284],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-015.wav
[-0.09693384],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-016.wav
[-0.20075823],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-017.wav
[-0.04005913],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-018.wav
[-0.14731985],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-019.wav
[0.02619004],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-020.wav
[0.08442956],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-021.wav
[0.06497779],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-022.wav
[-0.07747981],0,enroll/id00800-enroll.wav test/id00810-entertainment-05-023.wav
[-0.12401818],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-001.wav
[-0.10643382],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-002.wav
[-0.2137647],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-003.wav
[-0.15277457],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-004.wav
[-0.20832047],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-005.wav
[-0.11774677],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-006.wav
[-0.21536127],0,enroll/id00800-enroll.wav test/id00810-entertainment-06-007.wav
[-0.19828346],0,enroll/id00800-enroll.wav test/id00810-entertainment-07-001.wav
[0.09850036],0,enroll/id00800-enroll.wav test/id00810-entertainment-08-001.wav
[-0.22097751],0,enroll/id00800-enroll.wav test/id00810-entertainment-08-002.wav
[-0.11956564],0,enroll/id00800-enroll.wav test/id00810-entertainment-08-003.wav
[-0.08984972],0,enroll/id00800-enroll.wav test/id00810-entertainment-08-004.wav
[-0.15073322],0,enroll/id00800-enroll.wav test/id00810-entertainment-08-005.wav
[0.08368965],0,enroll/id00800-enroll.wav test/id00810-interview-01-001.wav
[0.03577283],0,enroll/id00800-enroll.wav test/id00810-interview-01-002.wav
[0.03175052],0,enroll/id00800-enroll.wav test/id00810-interview-01-003.wav
[0.02690125],0,enroll/id00800-enroll.wav test/id00810-interview-01-004.wav
[0.00697376],0,enroll/id00800-enroll.wav test/id00810-interview-01-005.wav
[0.06992269],0,enroll/id00800-enroll.wav test/id00810-interview-02-001.wav
[0.08021961],0,enroll/id00800-enroll.wav test/id00810-interview-02-002.wav
[0.10264044],0,enroll/id00800-enroll.wav test/id00810-interview-02-003.wav
[0.06333315],0,enroll/id00800-enroll.wav test/id00810-interview-02-004.wav
[-0.06069317],0,enroll/id00800-enroll.wav test/id00810-interview-02-005.wav
[0.07643415],0,enroll/id00800-enroll.wav test/id00810-interview-02-006.wav
[0.09172912],0,enroll/id00800-enroll.wav test/id00810-interview-02-007.wav
[0.02399366],0,enroll/id00800-enroll.wav test/id00810-interview-02-008.wav
[0.07131936],0,enroll/id00800-enroll.wav test/id00810-interview-02-009.wav
[0.0903855],0,enroll/id00800-enroll.wav test/id00810-interview-02-010.wav
[0.04133865],0,enroll/id00800-enroll.wav test/id00810-interview-02-011.wav
[-0.07355861],0,enroll/id00800-enroll.wav test/id00810-interview-02-012.wav
[0.05585022],0,enroll/id00800-enroll.wav test/id00810-interview-02-013.wav
[0.00176922],0,enroll/id00800-enroll.wav test/id00810-interview-02-014.wav
[0.0425472],0,enroll/id00800-enroll.wav test/id00810-interview-03-001.wav
[0.03569147],0,enroll/id00800-enroll.wav test/id00810-interview-03-003.wav
[0.06028846],0,enroll/id00800-enroll.wav test/id00810-interview-03-004.wav
[0.06896178],0,enroll/id00800-enroll.wav test/id00810-interview-03-005.wav
[-0.00408018],0,enroll/id00800-enroll.wav test/id00810-interview-04-001.wav
[0.03309032],0,enroll/id00800-enroll.wav test/id00810-interview-04-002.wav
[-0.01423393],0,enroll/id00800-enroll.wav test/id00810-interview-04-003.wav
[-0.021793],0,enroll/id00800-enroll.wav test/id00810-movie-01-001.wav
[0.01275812],0,enroll/id00800-enroll.wav test/id00810-movie-01-002.wav
[-0.14156109],0,enroll/id00800-enroll.wav test/id00810-movie-02-001.wav
[-0.04572942],0,enroll/id00800-enroll.wav test/id00810-movie-02-002.wav
[-0.1521805],0,enroll/id00800-enroll.wav test/id00810-movie-02-003.wav
[0.05908334],0,enroll/id00800-enroll.wav test/id00810-movie-02-004.wav
[-0.00223014],0,enroll/id00800-enroll.wav test/id00810-movie-02-005.wav
[0.11997083],0,enroll/id00800-enroll.wav test/id00811-interview-01-001.wav
[0.09597036],0,enroll/id00800-enroll.wav test/id00811-interview-01-002.wav
[0.0779559],0,enroll/id00800-enroll.wav test/id00811-interview-01-003.wav
[0.03551388],0,enroll/id00800-enroll.wav test/id00811-interview-01-004.wav
[0.02940479],0,enroll/id00800-enroll.wav test/id00811-interview-01-005.wav
[0.09314923],0,enroll/id00800-enroll.wav test/id00811-interview-01-006.wav
[0.0507311],0,enroll/id00800-enroll.wav test/id00811-interview-01-007.wav
[0.06410341],0,enroll/id00800-enroll.wav test/id00811-interview-01-008.wav
[0.03837106],0,enroll/id00800-enroll.wav test/id00811-interview-01-009.wav
[0.04458278],0,enroll/id00800-enroll.wav test/id00811-interview-01-010.wav
[0.05888929],0,enroll/id00800-enroll.wav test/id00811-interview-01-011.wav
[0.06692921],0,enroll/id00800-enroll.wav test/id00811-interview-01-012.wav
[0.07899524],0,enroll/id00800-enroll.wav test/id00811-interview-01-013.wav
[0.08510585],0,enroll/id00800-enroll.wav test/id00811-interview-01-014.wav
[-0.01790622],0,enroll/id00800-enroll.wav test/id00811-singing-01-001.wav
[-0.08471084],0,enroll/id00800-enroll.wav test/id00811-singing-01-002.wav
[-0.01776262],0,enroll/id00800-enroll.wav test/id00811-singing-01-003.wav
[0.0412879],0,enroll/id00800-enroll.wav test/id00811-singing-02-001.wav
[-0.01871376],0,enroll/id00800-enroll.wav test/id00811-singing-03-001.wav
[-0.09307202],0,enroll/id00800-enroll.wav test/id00811-singing-03-002.wav
[-0.01463967],0,enroll/id00800-enroll.wav test/id00811-singing-03-003.wav
[-0.07786398],0,enroll/id00800-enroll.wav test/id00811-singing-03-004.wav
[-0.1390439],0,enroll/id00800-enroll.wav test/id00811-singing-03-005.wav
[-0.09317148],0,enroll/id00800-enroll.wav test/id00811-singing-03-006.wav
[-0.12563244],0,enroll/id00800-enroll.wav test/id00811-singing-04-001.wav
[-0.16033195],0,enroll/id00800-enroll.wav test/id00811-singing-04-002.wav
[-0.03923673],0,enroll/id00800-enroll.wav test/id00811-speech-01-001.wav
[-0.02244058],0,enroll/id00800-enroll.wav test/id00811-speech-01-002.wav
[-0.08216108],0,enroll/id00800-enroll.wav test/id00811-speech-01-003.wav
[-0.04071414],0,enroll/id00800-enroll.wav test/id00811-speech-01-004.wav
[-0.01734264],0,enroll/id00800-enroll.wav test/id00811-speech-01-005.wav
[-0.03410786],0,enroll/id00800-enroll.wav test/id00811-speech-01-006.wav
[-0.07934924],0,enroll/id00800-enroll.wav test/id00811-speech-01-008.wav
[-0.06560308],0,enroll/id00800-enroll.wav test/id00811-speech-01-009.wav
[-0.05258956],0,enroll/id00800-enroll.wav test/id00811-speech-01-010.wav
[0.03316274],0,enroll/id00800-enroll.wav test/id00811-speech-01-011.wav
[-0.00340533],0,enroll/id00800-enroll.wav test/id00811-speech-01-012.wav
[0.00442516],0,enroll/id00800-enroll.wav test/id00811-speech-01-013.wav
[-0.07951692],0,enroll/id00800-enroll.wav test/id00811-speech-01-014.wav
[0.00024489],0,enroll/id00800-enroll.wav test/id00811-speech-01-015.wav
[-0.03445262],0,enroll/id00800-enroll.wav test/id00811-speech-01-016.wav
[-0.03590507],0,enroll/id00800-enroll.wav test/id00811-speech-01-017.wav
[-0.08904818],0,enroll/id00800-enroll.wav test/id00811-speech-02-001.wav
[-0.10954902],0,enroll/id00800-enroll.wav test/id00811-speech-02-002.wav
[-0.0700996],0,enroll/id00800-enroll.wav test/id00811-speech-02-003.wav
[-0.0755941],0,enroll/id00800-enroll.wav test/id00811-speech-02-004.wav
[-0.024539],0,enroll/id00800-enroll.wav test/id00811-speech-02-005.wav
[-0.07610694],0,enroll/id00800-enroll.wav test/id00811-speech-02-006.wav
[-0.0612863],0,enroll/id00800-enroll.wav test/id00811-speech-02-007.wav
[-0.12845153],0,enroll/id00800-enroll.wav test/id00811-speech-02-008.wav
[-0.06243342],0,enroll/id00800-enroll.wav test/id00811-speech-02-009.wav
[-0.04908295],0,enroll/id00800-enroll.wav test/id00811-speech-02-010.wav
[-0.09144479],0,enroll/id00800-enroll.wav test/id00811-speech-02-011.wav
[-0.00082881],0,enroll/id00800-enroll.wav test/id00811-speech-02-012.wav
[0.0229943],0,enroll/id00800-enroll.wav test/id00811-speech-02-013.wav
[0.08362859],0,enroll/id00800-enroll.wav test/id00811-speech-02-014.wav
[-0.128204],0,enroll/id00800-enroll.wav test/id00811-speech-02-015.wav
[-0.0088315],0,enroll/id00800-enroll.wav test/id00811-speech-02-016.wav
[-0.07402132],0,enroll/id00800-enroll.wav test/id00811-speech-02-017.wav
[-0.0400123],0,enroll/id00800-enroll.wav test/id00811-speech-02-018.wav
[-0.03214616],0,enroll/id00800-enroll.wav test/id00811-speech-02-019.wav
[-0.07843255],0,enroll/id00800-enroll.wav test/id00811-speech-02-020.wav
[-0.09758948],0,enroll/id00800-enroll.wav test/id00811-speech-02-021.wav
[-0.05861766],0,enroll/id00800-enroll.wav test/id00811-speech-03-001.wav
[-0.04526847],0,enroll/id00800-enroll.wav test/id00811-speech-03-002.wav
[-0.02690842],0,enroll/id00800-enroll.wav test/id00811-speech-03-003.wav
[-0.01508947],0,enroll/id00800-enroll.wav test/id00811-speech-03-004.wav
[-0.03758185],0,enroll/id00800-enroll.wav test/id00811-speech-03-005.wav
[-0.01906221],0,enroll/id00800-enroll.wav test/id00811-speech-03-006.wav
[-0.1071497],0,enroll/id00800-enroll.wav test/id00811-speech-03-007.wav
[-0.10015777],0,enroll/id00800-enroll.wav test/id00811-speech-03-008.wav
[-0.04823445],0,enroll/id00800-enroll.wav test/id00811-speech-03-009.wav
[0.00443148],0,enroll/id00800-enroll.wav test/id00811-speech-03-010.wav
[-0.05239841],0,enroll/id00800-enroll.wav test/id00811-speech-03-011.wav
[-0.07778358],0,enroll/id00800-enroll.wav test/id00811-speech-03-012.wav
[-0.00482144],0,enroll/id00800-enroll.wav test/id00811-speech-03-013.wav
[-0.04787218],0,enroll/id00800-enroll.wav test/id00811-speech-03-014.wav
[-0.09779812],0,enroll/id00800-enroll.wav test/id00811-speech-03-015.wav
[-0.04137843],0,enroll/id00800-enroll.wav test/id00811-speech-03-016.wav
[-0.02267389],0,enroll/id00800-enroll.wav test/id00811-speech-03-017.wav
[-0.09061313],0,enroll/id00800-enroll.wav test/id00811-speech-03-018.wav
[-0.06302208],0,enroll/id00800-enroll.wav test/id00811-speech-03-019.wav
[-0.01797063],0,enroll/id00800-enroll.wav test/id00811-speech-03-020.wav
[-0.00724885],0,enroll/id00800-enroll.wav test/id00811-speech-03-021.wav
[0.03228515],0,enroll/id00800-enroll.wav test/id00811-speech-03-022.wav
[-0.05826917],0,enroll/id00800-enroll.wav test/id00811-speech-03-023.wav
[-0.03003046],0,enroll/id00800-enroll.wav test/id00811-speech-03-024.wav
[-0.07189901],0,enroll/id00800-enroll.wav test/id00811-speech-03-026.wav
[-0.0351359],0,enroll/id00800-enroll.wav test/id00811-speech-03-027.wav
[-0.1533256],0,enroll/id00800-enroll.wav test/id00811-speech-03-028.wav
[-0.02282884],0,enroll/id00800-enroll.wav test/id00811-speech-04-001.wav
[-0.00337984],0,enroll/id00800-enroll.wav test/id00811-speech-04-002.wav
[-0.0371253],0,enroll/id00800-enroll.wav test/id00811-speech-04-003.wav
[-0.09690435],0,enroll/id00800-enroll.wav test/id00811-speech-04-004.wav
[-0.11101505],0,enroll/id00800-enroll.wav test/id00811-speech-04-005.wav
[-0.13509165],0,enroll/id00800-enroll.wav test/id00811-speech-04-006.wav
[-0.09717626],0,enroll/id00800-enroll.wav test/id00811-speech-04-007.wav
[-0.01785097],0,enroll/id00800-enroll.wav test/id00811-speech-04-008.wav
[-0.15258399],0,enroll/id00800-enroll.wav test/id00811-speech-04-009.wav
[-0.06107132],0,enroll/id00800-enroll.wav test/id00811-speech-04-010.wav
[-0.09730887],0,enroll/id00800-enroll.wav test/id00811-speech-04-011.wav
[-0.05684857],0,enroll/id00800-enroll.wav test/id00811-speech-04-012.wav
[-0.04755637],0,enroll/id00800-enroll.wav test/id00811-speech-04-013.wav
[-0.03790798],0,enroll/id00800-enroll.wav test/id00811-speech-04-014.wav
[-0.10471398],0,enroll/id00800-enroll.wav test/id00811-speech-04-015.wav
[-0.09497924],0,enroll/id00800-enroll.wav test/id00811-speech-04-016.wav
[-0.04935697],0,enroll/id00800-enroll.wav test/id00811-speech-04-017.wav
[-0.16410148],0,enroll/id00800-enroll.wav test/id00811-speech-04-018.wav
[-0.05005208],0,enroll/id00800-enroll.wav test/id00811-speech-04-019.wav
[-0.0413423],0,enroll/id00800-enroll.wav test/id00811-speech-04-020.wav
[-0.04605219],0,enroll/id00800-enroll.wav test/id00811-speech-04-021.wav
[-0.00827421],0,enroll/id00800-enroll.wav test/id00811-speech-04-022.wav
[0.0094749],0,enroll/id00800-enroll.wav test/id00811-speech-04-023.wav
[-0.08320442],0,enroll/id00800-enroll.wav test/id00811-speech-04-024.wav
[-0.08137875],0,enroll/id00800-enroll.wav test/id00811-speech-04-025.wav
[-0.0611499],0,enroll/id00800-enroll.wav test/id00811-speech-05-001.wav
[-0.07753547],0,enroll/id00800-enroll.wav test/id00811-speech-05-002.wav
[-0.0876704],0,enroll/id00800-enroll.wav test/id00811-speech-05-003.wav
[-0.04605432],0,enroll/id00800-enroll.wav test/id00811-speech-06-001.wav
[-0.14474463],0,enroll/id00800-enroll.wav test/id00811-speech-06-002.wav
[-0.14724183],0,enroll/id00800-enroll.wav test/id00811-speech-06-003.wav
[-0.07735591],0,enroll/id00800-enroll.wav test/id00811-speech-06-004.wav
[-0.0518869],0,enroll/id00800-enroll.wav test/id00811-speech-06-005.wav
[-0.026564],0,enroll/id00800-enroll.wav test/id00811-speech-06-006.wav
[-0.0460937],0,enroll/id00800-enroll.wav test/id00811-speech-06-007.wav
[-0.09038799],0,enroll/id00800-enroll.wav test/id00811-speech-06-008.wav
[-0.10794713],0,enroll/id00800-enroll.wav test/id00811-speech-06-009.wav
[-0.0497459],0,enroll/id00800-enroll.wav test/id00811-speech-06-010.wav
[-0.06462067],0,enroll/id00800-enroll.wav test/id00811-speech-06-011.wav
[-0.08957451],0,enroll/id00800-enroll.wav test/id00811-speech-06-012.wav
[-0.04236331],0,enroll/id00800-enroll.wav test/id00811-speech-06-013.wav
[-0.02481806],0,enroll/id00800-enroll.wav test/id00811-speech-06-014.wav
[-0.13358106],0,enroll/id00800-enroll.wav test/id00811-speech-06-015.wav
[-0.13482872],0,enroll/id00800-enroll.wav test/id00811-speech-06-016.wav
[-0.01306817],0,enroll/id00800-enroll.wav test/id00811-speech-06-017.wav
[-0.04716178],0,enroll/id00800-enroll.wav test/id00811-speech-06-018.wav
[-0.0696291],0,enroll/id00800-enroll.wav test/id00811-speech-06-019.wav
[-0.05327308],0,enroll/id00800-enroll.wav test/id00811-speech-06-020.wav
[-0.04949409],0,enroll/id00800-enroll.wav test/id00811-speech-06-021.wav
[-0.05811276],0,enroll/id00800-enroll.wav test/id00811-speech-06-022.wav
[-0.03117489],0,enroll/id00800-enroll.wav test/id00811-speech-06-023.wav
[-0.01647574],0,enroll/id00800-enroll.wav test/id00811-speech-06-024.wav
[-0.0021584],0,enroll/id00800-enroll.wav test/id00811-speech-06-025.wav
[-0.07740936],0,enroll/id00800-enroll.wav test/id00811-speech-06-026.wav
[-0.01471019],0,enroll/id00800-enroll.wav test/id00811-speech-06-027.wav
[-0.09866903],0,enroll/id00800-enroll.wav test/id00811-speech-06-028.wav
[-0.04532672],0,enroll/id00800-enroll.wav test/id00811-speech-06-029.wav
[0.00222149],0,enroll/id00800-enroll.wav test/id00811-speech-06-030.wav
[-0.0775758],0,enroll/id00800-enroll.wav test/id00811-speech-06-031.wav
[-0.04657516],0,enroll/id00800-enroll.wav test/id00811-speech-06-032.wav
[0.02236394],0,enroll/id00800-enroll.wav test/id00811-speech-06-033.wav
[-0.08159766],0,enroll/id00800-enroll.wav test/id00811-speech-06-034.wav
[-0.13345869],0,enroll/id00800-enroll.wav test/id00811-speech-06-035.wav
[-0.000157],0,enroll/id00800-enroll.wav test/id00811-speech-06-036.wav
[-0.04440133],0,enroll/id00800-enroll.wav test/id00811-speech-06-037.wav
[-0.02127086],0,enroll/id00800-enroll.wav test/id00811-speech-06-038.wav
[-0.03476942],0,enroll/id00800-enroll.wav test/id00811-speech-06-039.wav
[0.00181876],0,enroll/id00800-enroll.wav test/id00811-speech-06-040.wav
[-0.06146545],0,enroll/id00800-enroll.wav test/id00811-speech-06-041.wav
[-0.03820248],0,enroll/id00800-enroll.wav test/id00811-speech-06-042.wav
[-0.0443629],0,enroll/id00800-enroll.wav test/id00811-speech-06-043.wav
[-0.01144544],0,enroll/id00800-enroll.wav test/id00811-speech-06-044.wav
[-0.01071825],0,enroll/id00800-enroll.wav test/id00811-speech-06-045.wav
[-0.06951565],0,enroll/id00800-enroll.wav test/id00811-speech-06-046.wav
[-0.04524887],0,enroll/id00800-enroll.wav test/id00811-speech-06-047.wav
[-0.20687604],0,enroll/id00800-enroll.wav test/id00811-speech-07-001.wav
[-0.13623321],0,enroll/id00800-enroll.wav test/id00811-speech-07-002.wav
[-0.13769865],0,enroll/id00800-enroll.wav test/id00811-speech-07-003.wav
[-0.05786809],0,enroll/id00800-enroll.wav test/id00811-speech-07-004.wav
[-0.1498983],0,enroll/id00800-enroll.wav test/id00811-speech-07-005.wav
[-0.14260693],0,enroll/id00800-enroll.wav test/id00811-speech-07-006.wav
[-0.15306994],0,enroll/id00800-enroll.wav test/id00811-speech-07-007.wav
[-0.15615942],0,enroll/id00800-enroll.wav test/id00811-speech-07-008.wav
[0.05837902],0,enroll/id00800-enroll.wav test/id00811-speech-07-009.wav
[-0.07650436],0,enroll/id00800-enroll.wav test/id00811-speech-07-010.wav
[-0.2031326],0,enroll/id00800-enroll.wav test/id00811-speech-07-011.wav
[-0.12360214],0,enroll/id00800-enroll.wav test/id00811-speech-08-001.wav
[-0.07219794],0,enroll/id00800-enroll.wav test/id00811-speech-08-002.wav
[-0.02543434],0,enroll/id00800-enroll.wav test/id00811-speech-08-003.wav
[-0.10732277],0,enroll/id00800-enroll.wav test/id00811-speech-08-004.wav
[-0.11303213],0,enroll/id00800-enroll.wav test/id00811-speech-08-005.wav
[-0.08881559],0,enroll/id00800-enroll.wav test/id00811-speech-08-006.wav
[-0.10370334],0,enroll/id00800-enroll.wav test/id00811-speech-08-007.wav
[-0.07423319],0,enroll/id00800-enroll.wav test/id00811-speech-08-008.wav
[-0.08918901],0,enroll/id00800-enroll.wav test/id00811-speech-08-009.wav
[-0.0864611],0,enroll/id00800-enroll.wav test/id00811-speech-08-010.wav
